HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT (Y/N),BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
1922,303473,Hobbs Street - 9,Milton Rd,Bangalla St,499728,6961230.1,-27.472493,152.997247,AUCHENFLOWER,Intermediate,Y,, , ,10/04/2007
1923,303477,Hobbs Street - 9,Milton Rd,Hobbs St,499750.5,6961228.5,-27.472507,152.997475,AUCHENFLOWER,Intermediate,Y,Medium,Medium,Easy,11/04/2007
1924,,Milton - Torwood - 8,MILTON RD, ,500024.6,6961477.3,-27.470261,153.000249,MILTON, , ,, , ,
1925,303476,Milton - Torwood - 8,Milton Rd,Eagle Tce,499997.1,6961440.3,-27.470595,152.999971,MILTON,Intermediate,Y,, , ,11/04/2007
1926,303695,Fairseat Street - 18,Birdwood Tce,Siemon St,498831.8,6961439.2,-27.470604,152.988176,AUCHENFLOWER,Regular,Y,Medium,Easy,Easy,19/03/2012
1927,303749,Fairseat Street - 18,Birdwood Tce,Fairseat St,498854.8,6961463,-27.470389,152.988409,AUCHENFLOWER,Intermediate,N,Medium, ,Medium,19/03/2012
1928,303696,Birdwood Corner - 19,Birdwood Tce,Frederick St,498667.9,6961419.9,-27.470778,152.986517,AUCHENFLOWER,Regular,N,Medium,Hard,Easy,13/04/2007
1929,303693,Hume Street - 16,Birdwood Tce,Hume St,499054.8,6961337.7,-27.471521,152.990433,AUCHENFLOWER,Regular,Y,, , ,13/04/2007
1930,303750,Hume Street - 16/17,Birdwood Tce,Hume St,499014.7,6961382.4,-27.471117,152.990027,AUCHENFLOWER,Regular with seat,N,Medium,Easy,Hard,13/04/2007
1931,303694,Gregory Street - 17,Birdwood Tce,Gregory St,498939.5,6961417.3,-27.470802,152.989266,AUCHENFLOWER,Regular,Y,Easy,Easy,Medium,13/04/2007
1932,,Regatta City Sights 12,CORONATION DR, ,499580.1,6960091.2,-27.482774,152.995749,TOOWONG, , ,, , ,
1933,303755,Torwood Street - 11,Haig Rd,Frew St,499940.4,6961742.9,-27.467863,152.999397,MILTON,Regular with seat,Y,, , ,13/04/2007
1934,303751,Hope Street - 15,Birdwood Tce,Hope St,499252.8,6961330.2,-27.471589,152.992437,AUCHENFLOWER,Regular with seat,N,, , ,13/04/2007
1935,303692,Hope Street - 15,Birdwood Tce,Hope St,499212.9,6961310.9,-27.471763,152.992033,AUCHENFLOWER,Regular,Y,, , ,13/04/2007
1936,303752,Wienholt Street - 14,Birdwood Tce,Wienholt St,499394,6961308.4,-27.471786,152.993866,AUCHENFLOWER,Regular with seat,Y,, , ,13/04/2007
1937,303691,Wienholt Street - 14,Birdwood Tce,Wienholt St,499379.5,6961297,-27.471888,152.993719,AUCHENFLOWER,Regular,Y,, , ,13/04/2007
1938,303690,Payne Street - 13,Haig Rd,Agnes St,499565.2,6961368.6,-27.471242,152.995599,AUCHENFLOWER,Regular,Y,, , ,13/04/2007
1939,303753,Payne Street - 13,Haig Rd,Annie St,499616.3,6961463.6,-27.470384,152.996116,AUCHENFLOWER,Regular with seat,N,Medium,Hard,Easy,13/04/2007
1940,,Torwood Park - 12,HAIG RD, ,499678.2,6961517.8,-27.469895,152.996743,AUCHENFLOWER, , ,, , ,
1941,303689,Torwood Park - 12,Haig Rd,Beard St,499694.6,6961513.4,-27.469935,152.996909,AUCHENFLOWER,Regular,Y,Easy,Easy, ,19/03/2012
1944,,"Wesley Hospital"""""""" Coronation Drive", , ,499814.7,6960366,-27.480294,152.998124,AUCHENFLOWER, , ,, , ,
1945,,"Wesley Hospital"""""""" Coronation Drive", , ,499815.6,6960367.4,-27.480281,152.998133,AUCHENFLOWER, , ,, , ,
1946,,Regatta,CORONATION DR, ,499600.7,6959999.7,-27.483601,152.995958,TOOWONG, , ,, , ,
1948,,City Express Give-Over,CORONATION DR, ,499539.1,6960020.3,-27.483415,152.995334,TOOWONG, , ,, , ,
1949,304298,Regatta - 12,Coronation Dr,Booth St,499553,6960007,-27.483535,152.995475,TOOWONG,Intermediate,N,Medium,Easy,Medium,8/05/2007
1951,304299,"Wesley Hospital"""""""" Coronation Drive",Coronation Dr,Land St,499808.3,6960386.1,-27.480112,152.99806,AUCHENFLOWER,Intermediate,N,Medium,Easy,Easy,8/05/2007
1952,302939,"Ithaca"""""""" Jubilee Terrace",Jubilee Tce,Fletcher Pde,498930.2,6963807.3,-27.449225,152.989174,BARDON,Intermediate,Y,Medium,Easy,Hard,19/11/2010
1953,302856,"Ithaca 598"""""""" Jubilee Terrace",Jubilee Tce,The Esplanade,498961.1,6963879.8,-27.448571,152.989487,ASHGROVE,Intermediate,Y,Medium,Hard,Easy,19/11/2010
1954,,Stewart Road - 43,STEWART RD, ,499019.6,6964709.9,-27.441077,152.990079,ASHGROVE, , ,Medium,Easy,Hard,
1955,,Stewart Road - 43,STEWART RD, ,499035.7,6964699.1,-27.441174,152.990242,ASHGROVE, , ,, , ,
1956,302675,"Frasers Bridge"""""""" Stewart Road",Stewart Rd,Brisbane St,499004.2,6964801.3,-27.440251,152.989924,ASHGROVE,Intermediate,Y,Medium,Medium,Easy,20/01/2011
1957,302756,"Frasers Bridge"""""""" Stewart Road",Stewart Rd,Brisbane St,499020.1,6964803.7,-27.44023,152.990085,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,19/11/2010
1958,,Stewart Road - 44,STEWART RD, ,499160.4,6964354.7,-27.444283,152.991504,ASHGROVE,Intermediate, ,Medium,Medium,Medium,
1959,,Stewart Road - 44,STEWART RD, ,499114.7,6964407.3,-27.443808,152.991042,ASHGROVE, , ,, , ,
1961,302672,"Ashgrove"""""""" Stewart Road",Waterworks Rd,Harry St,499200.1,6964242.7,-27.445295,152.991906,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,13/04/2007
1964,303034,Kadanga Street - 18,Waterworks Rd,Kadanga St,499018.1,6964166.4,-27.445983,152.990064,ASHGROVE,Intermediate,Y,Hard,Medium,Easy,11/05/2007
1965,302855,"Ashgrove"""""""" Waterworks Road",Waterworks Rd,Trout St,499165.5,6964192.6,-27.445747,152.991555,ASHGROVE,Intermediate,Y,Medium,Medium,Easy,17/04/2007
1966,,Historic A class shelter - not a bus stop,WATERWORKS RD, ,499200,6964206,-27.445626,152.991905,ASHGROVE, , ,, , ,
1967,,Ashgrove Avenue - 26,CRAWFORD ST, ,499399,6964339.1,-27.444424,152.993918,ASHGROVE, , ,Easy,Easy,Easy,
1968,302023,Ashgrove Avenue - 26,Ashgrove Av,Holmesbrook St,499426.2,6964461.4,-27.44332,152.994194,ASHGROVE,Regular with seat,Y,Hard,Hard,Hard,6/08/2009
1969,302024,Ashgrove Avenue - 25,Ashgrove Av,Lindsay St,499574.4,6964590.1,-27.442158,152.995693,ASHGROVE,Intermediate,Y,Easy,Easy,Easy,28/07/2008
1971,,Forest Lake High School,FOREST LAKE BLVD, ,497163.3,6944376.2,-27.624645,152.971248,FOREST LAKE, , ,, , ,
1972,302026,Ashgrove Avenue - 23,Ashgrove Av,Raleigh Pde,500012.2,6965077.2,-27.437761,153.000123,ASHGROVE,Regular with seat,Y,Medium,Easy,Easy,19/01/2012
1973,302018,Ashgrove Avenue - 23,Ashgrove Av,Raleigh Pde,499995.1,6965054.8,-27.437963,152.99995,ASHGROVE,Regular,Y,Easy,Easy,Hard,19/01/2012
1974,302027,Ashgrove Avenue - 21,Ashgrove Av,Somme St,500333.9,6965085.9,-27.437682,153.003379,ASHGROVE,Regular with seat,Y,Easy,Easy,Easy,28/03/2007
1975,302016,Ashgrove Avenue - 21,Ashgrove Av,Somme St,500404,6965061,-27.437907,153.004088,ASHGROVE,Regular with seat,Y,Easy,Easy,Easy,28/03/2007
1976,,Ashgrove Avenue - 20,ASHGROVE AVE, ,500558.4,6965053.5,-27.437975,153.00565,ASHGROVE, , ,, , ,
1977,,Ashgrove Avenue - 20,ASHGROVE AVE, ,500571.5,6965037.5,-27.438119,153.005783,ASHGROVE, , ,, , ,
1978,302017,Ashgrove Avenue - 22,Ashgrove Av,Vaux St,500229,6965088.3,-27.437661,153.002317,ASHGROVE,Regular with seat,Y,Easy,Medium,Medium,28/03/2007
1979,303038,Ashgrove Avenue - 22,Ashgrove Av,Greenwood St,500169.5,6965111.9,-27.437448,153.001715,ASHGROVE,Regular with seat,Y,Easy,Medium,Easy,11/05/2007
1980,,Barbour Road - 47,BARBOUR RD, ,502228.6,6977778.6,-27.323089,153.022527,BRACKEN RIDGE, , ,, , ,
1981,,Caulfield Street - 47A,GAWLER CRES, ,502402.6,6977737,-27.323465,153.024286,BRACKEN RIDGE, , ,, , ,
1982,302025,Ashgrove Avenue - 24,Ashgrove Av,Lovekin St,499753.5,6964816.3,-27.440116,152.997506,ASHGROVE,Regular with seat,Y,Easy,Medium,Easy,30/03/2012
1983,302019,Ashgrove Avenue - 24,Ashgrove Av,Ashgrove Cr,499825.3,6964889.4,-27.439456,152.998232,ASHGROVE,Regular with seat,Y,Easy,Easy,Medium,28/03/2007
1984,302980,Arthur Terrace - 15,Arthur Tce,Fairfax St,499654.7,6963612.5,-27.450984,152.996506,RED HILL,Regular,Y,, , ,18/04/2007
1985,302943,Arthur Terrace - 15,Arthur Tce,Fairfax St,499648.2,6963627.9,-27.450845,152.99644,RED HILL,Regular with seat,Y,, , ,18/04/2007
1986,302983,Arthur Terrace - 15A,Arthur Tce,Primrose Tce,499442.6,6963647.3,-27.45067,152.994359,RED HILL,Regular,Y,Easy,Hard,Easy,30/03/2012
1987,,Broncos,FULCHER RD, ,499582.5,6963786.7,-27.449411,152.995775,RED HILL, , ,, , ,
1988,302984,Arthur Terrace - 16,Arthur Tce,Dacca St,499282,6963675.3,-27.450417,152.992734,RED HILL,Regular,Y,, , ,18/04/2007
1989,302941,Arthur Terrace - 16,Arthur St,Jason St,499289.2,6963688.3,-27.4503,152.992807,RED HILL,Intermediate,Y,, , ,4/08/2008
1990,,Arthur Terrace - 17,ARTHUR TCE, ,499116.4,6963694.3,-27.450245,152.991058,BARDON, , ,, , ,
1991,302940,Arthur Terrace - 17,Arthur Tce,Lugg St,499101.3,6963707,-27.450131,152.990905,BARDON,Intermediate,Y,Medium,Medium, ,18/04/2007
1992,302934,Windsor/Jones - 10,Windsor Rd,Jones St,500616,6963718.7,-27.450025,153.006234,RED HILL,Regular,N,,Medium,Hard,18/04/2007
1993,302935,Windsor/Gebbie - 11,Windsor Rd,Bathurst St,500556.9,6963888.5,-27.448492,153.005636,RED HILL,Regular with seat,N,Easy,Easy,Easy,18/04/2007
1994,,Broncos,FULCHER RD, ,499576.8,6963825.1,-27.449065,152.995717,RED HILL, , ,Medium,Easy,Hard,
1996,302057,Ashgrove Avenue - 20A,Enoggera Rd,Newmarket Rd,500682.6,6965096.4,-27.437587,153.006907,NEWMARKET,Intermediate,N,Easy,Easy,Hard,29/03/2007
1998,302918,St Ambroses - 18,Kelvin Grove Rd,Parker St,500674.6,6964809.2,-27.44018,153.006826,NEWMARKET,Intermediate,N,Medium,Easy,Easy,18/04/2007
1999,302919,"Newmarket"""""""" - 20",Kelvin Grove Rd,Ashgrove Av,500698.8,6964954.1,-27.438872,153.007071,NEWMARKET,Intermediate,Y,Medium,Easy,Easy,18/04/2007
2000,302920,Thurlow Street - 17,Kelvin Grove Rd,Thurlow St,500697,6964666,-27.441473,153.007053,NEWMARKET,Intermediate,Y,Easy,Medium,Easy,18/04/2007
2001,302917,Thurlow Street - 17,Kelvin Grove Rd,Thurlow St,500664.2,6964652.2,-27.441598,153.006721,NEWMARKET,Intermediate,Y,Medium,Medium,Easy,18/04/2007
2002,,"Windsor Road"""""""" - 16",BISHOP ST, ,500746.8,6964374.4,-27.444106,153.007557,KELVIN GROVE, , ,, , ,
2003,302916,"Windsor Road"""""""" - 16",Kelvin Grove Rd,Windsor Rd,500764,6964271.9,-27.445031,153.007731,KELVIN GROVE,Intermediate,N,Hard,Hard,Hard,18/04/2007
2004,,Indooroopilly Interchange,MOGGILL RD, ,497221.5,6958134.4,-27.500438,152.97187,INDOOROOPILLY, , ,, , ,
2005,302884,Ballymore - 12,Butterfield St,Clyde St,501638.7,6964369.1,-27.444153,153.016582,HERSTON,Intermediate,Y,Easy,Easy,Easy,18/04/2007
2006,,Ballymore - 12,CLYDE RD, ,501619.8,6964360.5,-27.44423,153.016391,HERSTON, , ,, , ,
2007,,Clyde Road - 12A,CLYDE RD, ,501659.1,6964207,-27.445616,153.016789,HERSTON, , ,, , ,
2008,302883,Clyde Road - 12A,Clyde Rd,Hunter St,501664.1,6964155.4,-27.446082,153.01684,HERSTON,Intermediate,N,Medium,Easy,Medium,18/04/2007
2009,,Scott Road - 13,SCOTT RD, ,501628.8,6963986.9,-27.447603,153.016483,HERSTON, , ,, , ,
2010,302882,Scott Road - 13,Scott Rd,Herston Rd,501621.7,6963999.5,-27.447489,153.016411,HERSTON,Intermediate,N,Hard,Easy,Easy,18/04/2007
2011,,Herston Road - 12,VICTORIA PARK RD, ,501671.4,6963913.9,-27.448262,153.016914,HERSTON, , ,, , ,
2012,,Herston View - 13A,HERSTON RD, ,501497.1,6963994.3,-27.447537,153.01515,KELVIN GROVE, , ,, , ,
2013,302911,Herston View - 13A,Herston Rd,Scott Rd,501517.4,6963996.7,-27.447515,153.015355,KELVIN GROVE,Regular with seat,Y,Hard,Hard,Easy,18/04/2007
2014,302908,Herston Road - 14,Herston Rd,Ballymore St,501311.8,6964109.9,-27.446493,153.013275,KELVIN GROVE,Intermediate,N,Medium,Hard,Easy,18/04/2007
2015,302881,Herston Road - 14,Herston Rd,Ballymore St,501334.4,6964115.5,-27.446442,153.013503,KELVIN GROVE,Intermediate,N,Medium,Medium,Medium,18/04/2007
2016,302909,Picot Street - 14A,Herston Rd,Moy St,501153.5,6964180.8,-27.445853,153.011673,KELVIN GROVE,Intermediate,Y,Medium,Easy,Hard,18/04/2007
2017,302880,Picot Street - 14A,Herston Rd,Moy St,501136.1,6964205.2,-27.445633,153.011497,KELVIN GROVE,Intermediate,Y,Medium,Medium,Easy,18/04/2007
2018,,McComb Street - 15,HERSTON RD, ,501037.1,6964240.5,-27.445314,153.010495,KELVIN GROVE, , ,, , ,
2019,,McComb Street - 15,HERSTON RD, ,501021.9,6964258.3,-27.445154,153.010341,KELVIN GROVE, , ,, , ,
2020,303039,Herston Corner - 15A,Herston Rd,Kelvin Grove Rd,500895.2,6964215.3,-27.445542,153.009059,KELVIN GROVE,Regular,N,Medium,Hard,Hard,11/05/2007
2021,302922,Guildford Street - 15,Kelvin Grove Rd,Guildford St,500911.5,6964140.4,-27.446218,153.009224,KELVIN GROVE,Intermediate,Y,Medium,Medium,Easy,18/04/2007
2022,302915,Guildford Street - 15,Kelvin Grove Rd,Gebbie St,500925.2,6964056.9,-27.446972,153.009362,KELVIN GROVE,Intermediate,Y,Medium,Medium,Medium,18/04/2007
2023,302923,Moy Street - 14,Kelvin Grove Rd,Moy St,501054.1,6963909.5,-27.448303,153.010667,KELVIN GROVE,Intermediate,Y,Medium,Medium,Easy,13/05/2008
2024,302914,Moy Street - 14,Kelvin Grove Rd,Eureka St,501025.1,6963902.7,-27.448364,153.010374,KELVIN GROVE,Intermediate,Y,Medium,Medium,Easy,18/04/2007
2025,,Lestrange Terrace - 20,LESTRANGE TCE, ,501206.3,6963807.2,-27.449226,153.012207,KELVIN GROVE,Premium, ,, , ,
2026,,Lestrange Terrace Zone B,VICTORIA PARK RD, ,501237.4,6963817.5,-27.449133,153.012522,KELVIN GROVE, , ,, , ,
2027,,Lestrange Terrace Zone A,LESTRANGE TCE, ,501211.2,6963811.3,-27.449189,153.012257,KELVIN GROVE, , ,, , ,
2028,302763,Whitta Street - 12,Waterworks Rd,Whitta St,500072.3,6963693.7,-27.450251,153.000732,RED HILL,Intermediate,N,Medium,Hard,Hard,14/04/2007
2029,,Windsor/Guildford - 13,WINDSOR RD, ,500712.3,6964258.1,-27.445156,153.007208,KELVIN GROVE, , ,, , ,
2030,302778,Whitta Street - 12,Waterworks Rd,Whitta St,500054.4,6963706.6,-27.450135,153.000551,RED HILL,Intermediate,Y,Medium,Hard, ,14/04/2007
2031,302779,Mossvale Street - 13,Waterworks Rd,Mossvale St,499974.4,6963876.4,-27.448602,152.999741,ASHGROVE,Intermediate,N,Medium,Medium,Easy,14/04/2007
2032,302762,Mossvale Street - 13,Waterworks Rd,Eagar St,499974.9,6963928.9,-27.448128,152.999746,ASHGROVE,Intermediate,Y,Easy,Easy, ,14/04/2007
2033,302761,Boon Street - 14,Waterworks Rd,Boon St,499822,6964102.1,-27.446564,152.998199,ASHGROVE,Regular with seat,Y,Medium,Easy,Hard,14/04/2007
2035,302780,Boon Street - 14,Waterworks Rd,Fulcher Rd,499704.6,6964169.4,-27.445956,152.997011,ASHGROVE,Regular with seat,Y,Hard,Medium,Medium,14/04/2007
2036,302760,Woodland Street - 15,Waterworks Rd,Woodland St,499627,6964222,-27.445482,152.996226,ASHGROVE,Intermediate,N,, , ,14/04/2007
2037,302781,St Finbarr's - Ashgrove - 16,Waterworks Rd,Betheden Tce,499446.7,6964209.7,-27.445593,152.994401,ASHGROVE,Intermediate,Y,Hard,Medium,Easy,14/04/2007
2038,302759,St Finbarr's - Ashgrove - 16,Waterworks Rd,Ashgrove Av,499430.3,6964228.5,-27.445423,152.994235,ASHGROVE,Regular with seat,Y,Medium,Hard,Hard,14/04/2007
2039,300771,Pratten Street - 64,Pratten St,Edmondson St,498575.9,6952884,-27.54784,152.985576,CORINDA,Intermediate,Y,Medium,Hard,Medium,26/03/2007
2040,300791,Pratten Street - 64,Pratten St,Brush-Box Cl,498555.2,6952831.8,-27.548311,152.985366,CORINDA,Intermediate,Y,Medium,Medium,Easy,26/03/2007
2043,302384,Grays Road,Grays Rd,Newman St,497859.6,6966991.7,-27.420475,152.978346,GAYTHORNE,Regular,Y,Medium,Easy, ,19/11/2010
2044,302379,Grays Road,Grays Rd,Newman St,497876,6966976.8,-27.42061,152.978511,GAYTHORNE,Regular,Y,Medium,Easy,Easy,10/04/2007
2045,,Gizerah Street - 11,GIZERAH ST, ,497633.5,6967423.4,-27.416577,152.976059,MITCHELTON, , ,,Hard,Hard,
2046,302383,Taylors - Gray - 9/7,Taylors Rd,Grays Rd,497668.7,6967049.5,-27.419953,152.976414,GAYTHORNE,Regular with seat,Y,Medium,Medium,Medium,10/04/2007
2047,302380,Taylors - Gray - 7/9,Taylors Rd,Grays Rd,497680,6967072.3,-27.419747,152.976529,GAYTHORNE,Regular with seat,Y,Medium,Easy,Medium,19/11/2010
2048,302381,Taylors Road - 6,Taylors Rd,Lucy St,497817.4,6967170.7,-27.418859,152.977919,GAYTHORNE,Regular,N,, , ,15/03/2011
2049,302382,Taylors 'A' - 7,Taylors Rd,Lucy St,497849.4,6967178.9,-27.418785,152.978243,GAYTHORNE,Regular,N,, , ,10/04/2007
2050,302378,Church Stop - 5,Gaythorne Rd,Grays Rd,498025.6,6967057.1,-27.419885,152.980025,GAYTHORNE,Intermediate,Y,Medium,Easy,Hard,10/04/2007
2051,302385,Church Stop - 5,Gaythorne Rd,Lucy St,498016,6967068,-27.419786,152.979928,GAYTHORNE,Regular,Y,Medium,Easy,Hard,30/03/2012
2052,,Suez - Samford - 13,SAMFORD RD, ,497601.3,6967671.8,-27.414335,152.975734,MITCHELTON, , ,Medium,Hard,Medium,
2053,302389,Suez - Samford - 13,Suez St,Zeitoun St,497583.3,6967592.3,-27.415052,152.975551,MITCHELTON,Regular,Y,Medium,Easy, ,19/01/2012
2055,302400,Suez Street - 12,Suez St,Gizerah St,497494.4,6967464.5,-27.416206,152.974652,MITCHELTON,Regular with seat,Y,Medium,Easy,Medium,10/04/2007
2056,302390,Suez 'A' - 11A,Suez St,Frasers Rd,497435.6,6967336.9,-27.417358,152.974057,MITCHELTON,Regular with seat,Y,Medium,Hard,Hard,10/04/2007
